Application ID,Application Type,Customer ID,Group Name ID,Action,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Start Date,Collateral Type,Face Value,Conversion Factor,Rating,Limits Rating,Expected Loss,Covenants,Covenant Type,Application Error
ID1474,Commercial,IFR106,GRP507,Existing,RM2002,2015-10-11,2016-01-05,2017-01-04,PRD015,2016-01-05,12,2017-01-05,2.92,0.5,340000,11628.0,2002-01-12,Residential Property,22900000,0.75,5,9,37777.77777777778,Conditions Subsequent,Complied,Error
ID1282,Commercial,IFR135,GRP502,New,RM2019,2015-10-12,2015-12-01,2016-11-30,PRD001,2015-12-01,24,2017-12-02,2.77,0.22,5880000,175812.00000000003,2016-08-27,Unregistered Mortgage over an unregistered lease,22200000,1.0,4,9,653333.3333333334,Conditions Subsequent,Complied,No Error
ID1403,Property Development,IFR155,GRP514,Review,RM2006,2015-10-12,2016-01-20,2017-01-19,PRD002,2016-01-20,60,2021-01-23,2.92,0.41,3770000,125541.00000000001,2006-07-12,Bill of Sale over business assets,4800000,0.5,3,7,538571.4285714285,Reporting,Extended,Error
ID1147,Commercial,IFR188,GRP515,Straight,RM2040,2015-10-15,2015-11-10,2016-11-09,PRD003,2015-11-10,12,2016-11-10,1.75,0.19,4440000,86136.0,2002-07-19,Unregistered Mortgage over an unregistered lease,12500000,0.8,6,8,555000.0,Conditions Subsequent,Complied,No Error
ID1163,Dealer,IFR173,GRP500,Existing,RM2010,2015-10-20,2016-02-16,2017-02-15,PRD008,2016-02-16,12,2017-02-16,3.26,0.17,6210000,213002.99999999997,2016-05-21,Transfer of Mortgage over a Lease,17100000,0.8,4,12,517500.0,Conditions Precedent,Complied,No Error
ID1167,Dealer,IFR138,GRP514,Existing,RM2023,2015-10-21,2016-01-04,2017-01-03,PRD002,2016-01-04,12,2017-01-04,2.01,0.35,5240000,123664.0,2001-12-02,Term Deposit at the bank.,2200000,0.75,6,5,1048000.0,Reporting,Extended,No Error
ID1252,Commercial,IFR108,GRP515,New,RM2000,2015-10-21,2016-02-24,2017-02-23,PRD013,2016-02-24,24,2018-02-25,3.5,0.19,6190000,228411.0,2003-12-24,Ships Mortgage,11500000,0.5,1,6,1031666.6666666666,Reporting,Complied,No Error
ID1314,Property Development,IFR138,GRP514,New,RM2028,2015-10-22,2016-02-20,2017-02-19,PRD012,2016-02-20,24,2018-02-21,2.98,0.26,7000000,226800.00000000003,2001-12-02,Mortgage over Real Property (Commercial),23000000,0.5,1,6,1166666.6666666667,Reporting,Breached,No Error
ID1441,Dealer,IFR192,GRP502,New,RM2003,2015-10-22,2016-02-20,2017-02-19,PRD016,2016-02-20,6,2016-08-21,2.64,0.24,5070000,146016.0,2007-03-14,Bill of Sale over a Motor Vehicle,9900000,0.7,6,8,633750.0,Conditions Subsequent,Extended,No Error
ID1141,Dealer,IFR169,GRP517,New,RM2001,2015-10-23,2016-02-16,2017-02-15,PRD010,2016-02-16,12,2017-02-16,2.0,0.12,3160000,66992.0,2001-12-16,Bill of Sale over a Post Office licence,18400000,0.75,3,4,790000.0,Reporting,Extended,No Error
ID1281,Dealer,IFR183,GRP514,Review,RM2037,2015-10-25,2016-01-06,2017-01-05,PRD018,2016-01-06,12,2017-01-06,1.7,0.29,4630000,92137.0,2011-07-11,Bill of Sale over business assets,11700000,0.75,6,6,771666.6666666666,Reporting,Extended,No Error
ID1286,Dealer,IFR199,GRP514,Review,RM2017,2015-10-25,2016-02-20,2017-02-19,PRD006,2016-02-20,6,2016-08-21,2.86,0.15,3380000,101738.0,2011-11-07,Tripartite Deed/Agreement,7000000,0.75,5,6,563333.3333333334,Reporting,Complied,No Error
ID1355,Dealer,IFR130,GRP516,Review,RM2040,2015-10-28,2016-01-25,2017-01-24,PRD004,2016-01-25,12,2017-01-25,1.56,0.24,3060000,55080.00000000001,2006-03-12,Tripartite Deed/Agreement,21100000,0.7,3,9,340000.0,Conditions Subsequent,Breached,No Error
ID1479,Dealer,IFR158,GRP500,New,RM2025,2015-10-29,2016-02-10,2017-02-09,PRD020,2016-02-10,12,2017-02-10,2.1,0.43,5720000,144716.00000000003,2010-12-28,Tripartite Deed/Agreement,6900000,1.0,3,6,953333.3333333334,Reporting,Extended,No Error
ID1216,Property Development,IFR138,GRP514,Existing,RM2024,2015-10-30,2016-01-08,2017-01-07,PRD004,2016-01-08,24,2018-01-09,3.52,0.26,4430000,167454.0,2001-12-02,Cash and Cash E,20800000,0.5,3,6,738333.3333333334,Reporting,Extended,Error
ID1110,Corporate,IFR123,GRP520,New,RM2009,2015-11-01,2016-01-15,2017-01-14,PRD005,2016-01-15,6,2016-07-16,1.92,0.17,5960000,124563.99999999999,2011-01-20,Bill of Sale over a Motor Vehicle,15200000,0.5,4,6,993333.3333333334,Reporting,Complied,No Error
ID1033,Dealer,IFR160,GRP514,Existing,RM2039,2015-11-02,2016-01-04,2017-01-03,PRD011,2016-01-04,48,2020-01-07,2.48,0.49,5260000,156222.0,2005-06-17,Limited Cross Guarantee and Indemnity (supported),12100000,0.5,3,5,1052000.0,Reporting,Breached,No Error
ID1234,Dealer,IFR108,GRP515,New,RM2009,2015-11-02,2015-12-16,2016-12-15,PRD008,2015-12-16,12,2016-12-16,3.43,0.23,2530000,92598.0,2003-12-24,Gold Deposit,16300000,0.8,4,7,361428.5714285714,Reporting,Complied,Error
ID1078,Dealer,IFR139,GRP500,Existing,RM2002,2015-11-05,2015-12-28,2016-12-27,PRD017,2015-12-28,24,2017-12-29,2.86,0.41,870000,28449.0,2002-05-12,Bill of Sale over specific business assets,8100000,0.8,6,6,145000.0,Reporting,Complied,No Error
ID1241,Dealer,IFR186,GRP502,New,RM2040,2015-11-05,2015-12-28,2016-12-27,PRD006,2015-12-28,24,2017-12-29,2.57,0.19,1340000,36984.0,2002-04-13,Bank Guarantee by Australian Financial Institution,20700000,0.7,5,8,167500.0,Conditions Subsequent,Extended,No Error
ID1362,Dealer,IFR126,GRP514,Existing,RM2025,2015-11-05,2016-01-21,2017-01-20,PRD006,2016-01-21,6,2016-07-22,3.04,0.27,2390000,79109.0,2001-05-21,Cash and Cash E,21500000,0.7,5,10,239000.0,Conditions Precedent,Breached,No Error
ID1299,Commercial,IFR132,GRP517,New,RM2005,2015-11-06,2015-12-25,2016-12-24,PRD008,2015-12-25,12,2016-12-25,2.93,0.34,3690000,120663.0,2013-01-26,Unregistered Mortgage over an unregistered lease,22400000,0.7,4,6,615000.0,Reporting,Breached,Error
ID1095,Dealer,IFR110,GRP505,Existing,RM2004,2015-11-08,2015-12-15,2016-12-14,PRD020,2015-12-15,48,2019-12-18,3.05,0.14,3690000,117710.99999999999,2010-05-19,Bill of Sale over business assets,18500000,0.8,1,5,738000.0,Reporting,Extended,No Error
ID1343,Commercial,IFR185,GRP520,New,RM2037,2015-11-08,2016-01-03,2017-01-02,PRD008,2016-01-03,48,2020-01-06,2.0,0.49,4040000,100596.00000000001,2003-04-10,Mortgage over Real Property (Industrial),21000000,0.75,4,5,808000.0,Reporting,Complied,No Error
ID1384,Commercial,IFR127,GRP517,Existing,RM2036,2015-11-09,2016-03-06,2017-03-06,PRD004,2016-03-06,6,2016-09-05,3.65,0.49,3420000,141588.0,2005-12-03,Mortgage over Real Property (Residential),18600000,0.5,4,4,855000.0,Financial,Extended,No Error
ID1131,Dealer,IFR169,GRP517,Existing,RM2040,2015-11-10,2016-02-23,2017-02-22,PRD012,2016-02-23,12,2017-02-23,2.4,0.1,5370000,134250.0,2001-12-16,Limited Cross Guarantee and Indemnity (supported),17500000,0.75,4,6,895000.0,Reporting,Complied,No Error
ID1259,Commercial,IFR152,GRP500,Existing,RM2026,2015-11-10,2015-12-25,2016-12-24,PRD013,2015-12-25,48,2019-12-28,3.37,0.14,470000,16497.0,2006-02-11,Cash and Cash E,14300000,0.7,5,5,94000.0,Reporting,Complied,No Error
ID1455,Dealer,IFR145,GRP514,Straight,RM2012,2015-11-10,2015-11-28,2016-11-27,PRD012,2015-11-28,24,2017-11-29,2.42,0.48,1850000,53649.99999999999,2012-02-28,Ships Mortgage,19900000,0.4,6,7,264285.71428571426,Reporting,Complied,Error
ID1016,Dealer,IFR138,GRP514,Review,RM2018,2015-11-11,2016-03-20,2017-03-20,PRD017,2016-03-20,12,2017-03-21,2.52,0.22,2260000,61924.0,2001-12-02,Mortgage over Real Property (Commercial),14500000,0.4,1,6,376666.6666666667,Reporting,Non Waiver,No Error
ID1493,Dealer,IFR119,GRP511,Existing,RM2017,2015-11-11,2016-03-12,2017-03-12,PRD008,2016-03-12,36,2019-03-15,3.05,0.19,5020000,162648.0,2005-03-31,General Mortgage/Lien,17800000,0.75,5,10,502000.0,Conditions Subsequent,Complied,No Error
ID1030,Dealer,IFR198,GRP511,New,RM2022,2015-11-12,2016-03-12,2017-03-12,PRD015,2016-03-12,12,2017-03-13,2.15,0.43,2920000,75336.0,2007-09-16,Ships Mortgage,18300000,0.8,5,6,486666.6666666667,Reporting,Extended,No Error
ID1229,Dealer,IFR175,GRP500,New,RM2034,2015-11-16,2016-01-29,2017-01-28,PRD020,2016-01-29,24,2018-01-30,2.64,0.41,1220000,37210.0,2002-08-30,Mortgage over Real Property (Residential),13700000,1.0,4,4,305000.0,Reporting,Complied,No Error
ID1169,Dealer,IFR105,GRP501,Review,RM2032,2015-11-17,2016-01-20,2017-01-19,PRD006,2016-01-20,24,2018-01-21,2.57,0.37,3470000,102018.0,2004-01-03,Ships Mortgage,20900000,0.7,2,8,433750.0,Conditions Subsequent,Complied,Error
ID1366,Property Development,IFR183,GRP514,New,RM2036,2015-11-18,2016-01-23,2017-01-22,PRD020,2016-01-23,60,2021-01-26,3.38,0.23,1130000,40793.0,2011-07-11,Cash and Cash E,10200000,1.0,1,8,141250.0,Conditions Subsequent,Complied,No Error
ID1454,Dealer,IFR173,GRP500,Existing,RM2028,2015-11-19,2016-01-08,2017-01-07,PRD011,2016-01-08,48,2020-01-11,3.04,0.49,2840000,100252.00000000001,2016-05-21,Limited Cross Guarantee and Indemnity (supported),13700000,0.7,6,7,405714.28571428574,Reporting,Complied,Error
ID1496,Dealer,IFR151,GRP517,Existing,RM2027,2015-11-19,2015-12-05,2016-12-04,PRD015,2015-12-05,48,2019-12-08,2.97,0.36,2210000,73593.0,2015-09-19,Fixed and Floating Charge (Cashflow lending),9400000,0.5,2,9,245555.55555555556,Conditions Subsequent,Complied,No Error
ID1035,Dealer,IFR150,GRP514,Review,RM2003,2015-11-20,2016-02-27,2017-02-26,PRD009,2016-02-27,6,2016-08-28,3.72,0.37,3530000,144377.0,2013-11-02,Mortgage over life insurance,24000000,0.75,5,4,882500.0,Reporting,Complied,No Error
ID1245,Commercial,IFR100,GRP500,Existing,RM2020,2015-11-21,2016-03-10,2017-03-10,PRD017,2016-03-10,24,2018-03-12,3.18,0.17,6080000,203680.0,2016-08-20,Transfer of Mortgage over Real Property,20500000,0.7,5,9,675555.5555555555,Conditions Subsequent,Extended,No Error
ID1094,Dealer,IFR111,GRP502,Existing,RM2005,2015-11-22,2015-12-11,2016-12-10,PRD003,2015-12-11,6,2016-06-11,2.4,0.35,4010000,110275.0,2016-09-29,Commercial Property,20700000,0.7,2,4,1002500.0,Reporting,Complied,No Error
ID1358,Dealer,IFR132,GRP517,Review,RM2019,2015-11-26,2016-02-10,2017-02-09,PRD012,2016-02-10,12,2017-02-10,2.7,0.49,3910000,124729.00000000001,2013-01-26,Stock Mortgage,14300000,0.75,2,11,355454.54545454547,Conditions Precedent,Extended,No Error
ID1407,Dealer,IFR154,GRP514,New,RM2035,2015-11-28,2016-02-21,2017-02-20,PRD013,2016-02-21,12,2017-02-21,3.28,0.12,3890000,132260.0,2007-03-26,Bill of Sale over business assets,2500000,1.0,4,3,1296666.6666666667,Financial,Breached,No Error
ID1190,Corporate,IFR154,GRP514,Review,RM2008,2015-12-01,2016-01-15,2017-01-14,PRD005,2016-01-15,24,2018-01-16,2.16,0.22,4100000,97580.0,2007-03-26,Stock Mortgage,12400000,0.8,6,2,2050000.0,Financial,Extended,No Error
ID1052,Commercial,IFR140,GRP507,Existing,RM2014,2015-12-02,2016-01-29,2017-01-28,PRD020,2016-01-29,48,2020-02-01,2.51,0.16,580000,15485.999999999998,2008-03-15,Bank Guarantee by Australian Financial Institution,6800000,0.4,3,9,64444.444444444445,Conditions Subsequent,Complied,No Error
ID1180,Dealer,IFR173,GRP500,Existing,RM2008,2015-12-05,2016-03-03,2017-03-03,PRD001,2016-03-03,12,2017-03-04,3.52,0.42,4630000,182422.0,2016-05-21,Tripartite Deed/Agreement,10300000,0.8,1,6,771666.6666666666,Reporting,Complied,No Error
ID1102,Dealer,IFR183,GRP514,New,RM2003,2015-12-06,2016-02-07,2017-02-06,PRD015,2016-02-07,6,2016-08-08,1.5,0.46,1160000,22736.0,2011-07-11,Tripartite Deed/Agreement,21000000,0.75,3,6,193333.33333333334,Reporting,Complied,No Error
ID1244,Dealer,IFR107,GRP502,New,RM2017,2015-12-06,2016-02-04,2017-02-03,PRD001,2016-02-04,12,2017-02-04,3.14,0.44,4750000,170050.0,2008-02-25,Unregistered Mortgage over an unregistered lease,19400000,0.7,4,3,1583333.3333333333,Financial,Complied,No Error
ID1436,Dealer,IFR174,GRP511,Review,RM2013,2015-12-08,2016-01-03,2017-01-02,PRD001,2016-01-03,48,2020-01-06,2.98,0.46,4340000,149296.0,2006-01-23,Bill of Sale over a Motor Vehicle,7700000,0.4,2,3,1446666.6666666667,Financial,Complied,No Error
ID1111,Corporate,IFR149,GRP517,Existing,RM2034,2015-12-09,2016-02-01,2017-01-31,PRD012,2016-02-01,24,2018-02-02,2.77,0.38,3870000,121905.0,2007-02-14,Ships Mortgage,22100000,0.75,6,4,967500.0,Reporting,Breached,Error
ID1318,Dealer,IFR184,GRP517,Straight,RM2018,2015-12-09,2016-02-26,2017-02-25,PRD012,2016-02-26,24,2018-02-27,2.5,0.12,6250000,163750.0,2014-11-23,Transfer of Mortgage over a Lease,9200000,1.0,6,2,3125000.0,Financial,Complied,No Error
ID1378,Dealer,IFR145,GRP514,Existing,RM2035,2015-12-10,2016-02-18,2017-02-17,PRD003,2016-02-18,48,2020-02-21,1.5,0.5,5450000,109000.0,2012-02-28,Gold Deposit,12500000,0.75,2,8,681250.0,Conditions Subsequent,Extended,No Error
ID1083,Dealer,IFR192,GRP502,Review,RM2033,2015-12-11,2016-03-20,2017-03-20,PRD002,2016-03-20,48,2020-03-23,2.38,0.14,2000000,50400.0,2007-03-14,Bank Guarantee by Australian Financial Institution,6900000,0.4,3,6,333333.3333333333,Reporting,Extended,No Error
ID1312,Commercial,IFR122,GRP511,Review,RM2007,2015-12-12,2016-04-10,2017-04-10,PRD012,2016-04-10,48,2020-04-13,1.71,0.4,2560000,54015.99999999999,2009-09-26,Stock Mortgage,15300000,0.75,3,7,365714.28571428574,Reporting,Breached,No Error
ID1400,Dealer,IFR113,GRP516,Review,RM2016,2015-12-13,2016-01-19,2017-01-18,PRD020,2016-01-19,12,2017-01-19,3.0,0.34,2250000,75150.0,2009-03-15,Traded Equities,12100000,1.0,1,4,562500.0,Reporting,Complied,No Error
ID1107,Dealer,IFR194,GRP511,Existing,RM2018,2015-12-14,2016-02-06,2017-02-05,PRD008,2016-02-06,6,2016-08-07,3.54,0.11,1560000,56940.0,2001-12-25,Crop Lien,19800000,0.75,3,6,260000.0,Reporting,Complied,No Error
ID1242,Dealer,IFR120,GRP500,Review,RM2010,2015-12-15,2016-03-15,2017-03-15,PRD003,2016-03-15,60,2021-03-19,2.1,0.12,5940000,131868.0,2013-09-16,Fixed Company Charge,15000000,0.4,6,8,742500.0,Conditions Subsequent,Complied,No Error
ID1485,Dealer,IFR164,GRP517,Existing,RM2000,2015-12-15,2016-03-15,2017-03-15,PRD005,2016-03-15,12,2017-03-16,1.76,0.26,4390000,88678.0,2015-09-20,Stock Mortgage,21000000,0.75,6,8,548750.0,Conditions Subsequent,Complied,No Error
ID1395,Dealer,IFR124,GRP514,Existing,RM2009,2015-12-18,2016-01-16,2017-01-15,PRD004,2016-01-16,48,2020-01-19,3.2,0.44,1390000,50596.0,2011-11-11,Bill of Sale over business assets,3500000,0.75,4,6,231666.66666666666,Reporting,Extended,No Error
ID1330,Dealer,IFR123,GRP520,Existing,RM2037,2015-12-23,2016-03-28,2017-03-28,PRD019,2016-03-28,24,2018-03-30,2.02,0.27,3620000,82898.0,2011-01-20,Limited Guarantee and Indemnity (supported),21100000,0.7,4,10,362000.0,Conditions Precedent,Non Waiver,No Error
ID1022,Commercial,IFR150,GRP514,Review,RM2007,2015-12-26,2016-02-05,2017-02-04,PRD017,2016-02-05,6,2016-08-06,3.01,0.1,1360000,42296.0,2013-11-02,Residential Property,5000000,0.5,3,8,170000.0,Conditions Subsequent,Complied,No Error
ID1051,Dealer,IFR150,GRP514,Existing,RM2001,2016-01-01,2016-04-20,2017-04-20,PRD011,2016-04-20,12,2017-04-21,2.55,0.29,5720000,162448.0,2013-11-02,Fixed and Floating Charge (Cashflow lending),18600000,0.7,1,3,1906666.6666666667,Financial,Complied,No Error
ID1218,Dealer,IFR116,GRP517,New,RM2028,2016-01-01,2016-04-12,2017-04-12,PRD018,2016-04-12,48,2020-04-15,2.92,0.13,2230000,68015.0,2002-07-12,Unregistered Mortgage over an unregistered lease,4700000,1.0,4,7,318571.4285714286,Reporting,Extended,Error
ID1478,Commercial,IFR132,GRP517,New,RM2030,2016-01-01,2016-04-11,2017-04-11,PRD014,2016-04-11,24,2018-04-13,3.4,0.3,2100000,77700.0,2013-01-26,Traded Equities,13700000,0.75,1,8,262500.0,Conditions Subsequent,Complied,No Error
ID1018,Dealer,IFR175,GRP500,Review,RM2038,2016-01-03,2016-04-18,2017-04-18,PRD014,2016-04-18,24,2018-04-20,3.35,0.21,1650000,58740.0,2002-08-30,Cash and Cash E,8700000,1.0,5,1,1650000.0,Financial,Breached,No Error
ID1219,Dealer,IFR166,GRP500,New,RM2022,2016-01-05,2016-02-29,2017-02-28,PRD006,2016-02-29,12,2017-03-01,3.16,0.46,820000,29684.000000000004,2008-07-09,Commercial Property,6500000,0.75,1,6,136666.66666666666,Reporting,Extended,Error
ID1231,Commercial,IFR152,GRP500,Existing,RM2007,2016-01-06,2016-02-07,2017-02-06,PRD016,2016-02-07,24,2018-02-08,2.13,0.36,3630000,90387.0,2006-02-11,Term Deposit at the bank.,11000000,0.7,1,6,605000.0,Reporting,Extended,No Error
ID1381,Commercial,IFR188,GRP515,Review,RM2019,2016-01-06,2016-03-31,2017-03-31,PRD013,2016-03-31,24,2018-04-02,3.42,0.32,5520000,206447.99999999997,2002-07-19,Collateral Type Desc,6900000,0.8,6,5,1104000.0,Reporting,Extended,No Error
ID1405,Dealer,IFR173,GRP500,Existing,RM2010,2016-01-08,2016-05-05,2017-05-05,PRD019,2016-05-05,60,2021-05-09,1.64,0.3,6380000,123772.0,2016-05-21,Traded Equities,9500000,0.4,3,12,531666.6666666666,Conditions Precedent,Extended,No Error
ID1187,Dealer,IFR121,GRP500,Review,RM2037,2016-01-10,2016-05-18,2017-05-18,PRD012,2016-05-18,36,2019-05-21,1.66,0.33,3380000,67262.0,2003-10-21,Limited Guarantee and Indemnity (unsupported),3000000,1.0,4,9,375555.55555555556,Conditions Subsequent,Complied,No Error
ID1037,Commercial,IFR141,GRP514,Review,RM2003,2016-01-11,2016-04-08,2017-04-08,PRD004,2016-04-08,6,2016-10-08,2.31,0.36,6920000,184764.0,2003-09-05,Mortgage over a lease,9300000,0.75,2,8,865000.0,Conditions Subsequent,Complied,No Error
ID1249,Dealer,IFR125,GRP514,New,RM2006,2016-01-11,2016-03-30,2017-03-30,PRD009,2016-03-30,6,2016-09-29,2.11,0.1,6600000,145860.0,2013-11-19,Bill of Sale over business assets,11100000,1.0,6,6,1100000.0,Reporting,Extended,No Error
ID1469,Property Development,IFR122,GRP511,Existing,RM2039,2016-01-11,2016-03-18,2017-03-18,PRD002,2016-03-18,12,2017-03-19,2.48,0.29,3750000,103875.0,2009-09-26,Stock Mortgage,8300000,1.0,6,8,468750.0,Conditions Subsequent,Complied,No Error
ID1075,Dealer,IFR165,GRP514,New,RM2028,2016-01-13,2016-04-19,2017-04-19,PRD006,2016-04-19,12,2017-04-20,3.73,0.31,350000,14140.0,2010-11-07,Bill of Sale over a Post Office licence,12000000,0.5,2,5,70000.0,Reporting,Extended,No Error
ID1251,Commercial,IFR166,GRP500,New,RM2039,2016-01-16,2016-05-18,2017-05-18,PRD020,2016-05-18,12,2017-05-19,2.19,0.46,5880000,155820.0,2008-07-09,Cash and Cash E,12300000,0.4,4,6,980000.0,Reporting,Complied,No Error
ID1272,Commercial,IFR199,GRP514,Existing,RM2006,2016-01-19,2016-04-26,2017-04-26,PRD011,2016-04-26,12,2017-04-27,3.08,0.35,6620000,227066.00000000003,2011-11-07,Tripartite Deed/Agreement,6000000,0.75,6,6,1103333.3333333333,Reporting,Extended,No Error
ID1081,Dealer,IFR159,GRP502,Straight,RM2038,2016-01-20,2016-05-24,2017-05-24,PRD020,2016-05-24,12,2017-05-25,2.65,0.27,3650000,106580.0,2010-11-23,Cash and Cash E,11000000,0.75,3,11,331818.1818181818,Conditions Precedent,Complied,No Error
ID1178,Dealer,IFR189,GRP500,New,RM2015,2016-01-23,2016-05-08,2017-05-08,PRD016,2016-05-08,6,2016-11-07,3.33,0.45,3770000,142506.0,2002-06-19,Mortgage over Real Property (Residential),14100000,0.75,1,3,1256666.6666666667,Financial,Extended,No Error
ID1275,Dealer,IFR165,GRP514,New,RM2003,2016-01-24,2016-03-23,2017-03-23,PRD012,2016-03-23,6,2016-09-22,2.51,0.22,3450000,94185.0,2010-11-07,General Mortgage/Lien,10000000,0.75,1,7,492857.14285714284,Reporting,Complied,No Error
ID1146,Dealer,IFR148,GRP500,New,RM2018,2016-01-26,2016-05-29,2017-05-29,PRD016,2016-05-29,24,2018-05-31,2.05,0.24,4570000,104653.0,2012-05-10,Residential Property,18700000,0.75,2,6,761666.6666666666,Reporting,Extended,No Error
ID1304,Commercial,IFR162,GRP514,Existing,RM2034,2016-01-26,2016-04-04,2017-04-04,PRD009,2016-04-04,24,2018-04-06,2.62,0.5,1550000,48360.0,2005-04-01,Tripartite Deed/Agreement,11600000,1.0,4,3,516666.6666666667,Financial,Extended,No Error
ID1350,Dealer,IFR127,GRP517,Existing,RM2021,2016-01-27,2016-05-18,2017-05-18,PRD011,2016-05-18,48,2020-05-21,2.53,0.29,740000,20868.0,2005-12-03,Tripartite Deed/Agreement,7000000,0.8,4,4,185000.0,Reporting,Complied,No Error
ID1196,Property Development,IFR130,GRP516,New,RM2009,2016-01-31,2016-05-27,2017-05-27,PRD020,2016-05-27,24,2018-05-29,2.81,0.2,910000,27391.0,2006-03-12,Bill of Sale over specific business assets,13500000,1.0,6,3,303333.3333333333,Financial,Non Waiver,Error
ID1116,Dealer,IFR193,GRP516,Existing,RM2024,2016-02-03,2016-05-11,2017-05-11,PRD002,2016-05-11,48,2020-05-14,2.75,0.22,6090000,180873.0,2013-07-19,Crop Lien,23300000,0.75,3,6,1015000.0,Reporting,Non Waiver,No Error
ID1425,Dealer,IFR141,GRP514,Existing,RM2006,2016-02-05,2016-06-11,2017-06-11,PRD015,2016-06-11,60,2021-06-15,2.7,0.22,5170000,150964.00000000003,2003-09-05,Bank Guarantee by Australian Financial Institution,5600000,0.75,4,11,470000.0,Conditions Precedent,Extended,No Error
ID1115,Property Development,IFR141,GRP514,Straight,RM2006,2016-02-08,2016-02-25,2017-02-24,PRD017,2016-02-25,24,2018-02-26,1.62,0.36,5220000,103355.99999999999,2003-09-05,Mortgage over Real Property (Commercial),20900000,1.0,4,6,870000.0,Reporting,Breached,No Error
ID1257,Commercial,IFR145,GRP514,New,RM2035,2016-02-09,2016-04-13,2017-04-13,PRD019,2016-04-13,24,2018-04-15,2.28,0.19,3160000,78051.99999999999,2012-02-28,Ships Mortgage,24700000,0.75,4,6,526666.6666666666,Reporting,Extended,No Error
ID1325,Dealer,IFR188,GRP515,Existing,RM2029,2016-02-09,2016-03-27,2017-03-27,PRD010,2016-03-27,12,2017-03-28,2.33,0.39,4960000,134912.0,2002-07-19,Fixed and Floating Company Charge,7900000,0.8,1,11,450909.0909090909,Conditions Precedent,Breached,No Error
ID1486,Commercial,IFR173,GRP500,Existing,RM2016,2016-02-09,2016-03-25,2017-03-25,PRD013,2016-03-25,36,2019-03-28,2.27,0.4,6120000,163404.0,2016-05-21,Cash and Cash E,5900000,0.75,5,5,1224000.0,Reporting,Complied,Error
ID1023,Dealer,IFR134,GRP501,Existing,RM2007,2016-02-10,2016-05-23,2017-05-23,PRD008,2016-05-23,36,2019-05-26,1.79,0.3,5730000,119756.99999999999,2010-07-10,Traded Equities,15000000,0.4,4,6,955000.0,Reporting,Extended,No Error
ID1352,Property Development,IFR130,GRP516,Existing,RM2025,2016-02-10,2016-05-08,2017-05-08,PRD008,2016-05-08,48,2020-05-11,2.56,0.43,6310000,188669.00000000003,2006-03-12,Ships Mortgage,16000000,1.0,1,6,1051666.6666666667,Reporting,Extended,No Error
ID1288,Property Development,IFR185,GRP520,Existing,RM2001,2016-02-11,2016-05-26,2017-05-26,PRD002,2016-05-26,24,2018-05-28,3.06,0.46,5810000,204512.0,2003-04-10,Residential Property,6700000,0.75,5,5,1162000.0,Reporting,Extended,No Error
ID1074,Commercial,IFR173,GRP500,New,RM2001,2016-02-12,2016-04-29,2017-04-29,PRD001,2016-04-29,36,2019-05-02,2.84,0.49,6240000,207792.00000000003,2016-05-21,Crop Lien,22100000,0.7,2,6,1040000.0,Reporting,Complied,No Error
ID1317,Property Development,IFR135,GRP502,New,RM2016,2016-02-13,2016-04-18,2017-04-18,PRD012,2016-04-18,6,2016-10-18,1.6,0.16,580000,10208.0,2016-08-27,Fixed Company Charge,5700000,1.0,6,4,145000.0,Financial,Complied,No Error
ID1006,Dealer,IFR120,GRP500,Existing,RM2024,2016-02-14,2016-03-24,2017-03-24,PRD009,2016-03-24,24,2018-03-26,2.85,0.18,3810000,115443.00000000001,2013-09-16,Fixed and Floating Charge (Cashflow lending),21800000,0.8,3,6,635000.0,Reporting,Breached,No Error
ID1062,Corporate,IFR138,GRP514,Existing,RM2018,2016-02-15,2016-05-31,2017-05-31,PRD015,2016-05-31,12,2017-06-01,3.49,0.14,5080000,184404.00000000003,2001-12-02,Limited Guarantee and Indemnity (supported),13100000,0.7,3,11,461818.1818181818,Conditions Precedent,Complied,No Error
ID1482,Commercial,IFR101,GRP504,Straight,RM2038,2016-02-15,2016-06-17,2017-06-17,PRD006,2016-06-17,6,2016-12-17,1.63,0.47,5930000,124529.99999999999,2013-12-12,Mortgage over life insurance,8900000,0.7,6,7,847142.8571428572,Reporting,Complied,No Error
ID1076,Property Development,IFR119,GRP511,Review,RM2023,2016-02-23,2016-04-15,2017-04-15,PRD016,2016-04-15,12,2017-04-16,3.26,0.34,5420000,195119.99999999997,2005-03-31,Limited Cross Guarantee and Indemnity (supported),7000000,0.75,5,10,542000.0,Conditions Precedent,Breached,No Error
ID1397,Corporate,IFR187,GRP510,New,RM2032,2016-02-23,2016-03-17,2017-03-17,PRD018,2016-03-17,12,2017-03-18,3.55,0.17,6430000,239195.99999999997,2013-04-11,Commercial Property,14400000,0.7,2,7,918571.4285714285,Reporting,Complied,No Error
ID1157,Commercial,IFR141,GRP514,Review,RM2010,2016-02-27,2016-05-15,2017-05-15,PRD001,2016-05-15,24,2018-05-17,2.55,0.23,6060000,168468.0,2003-09-05,Mortgage over Real Property (Commercial),3100000,1.0,1,6,1010000.0,Reporting,Non Waiver,No Error
